,factor_01_residual_volatility,factor_02_volume_amount_efficiency,factor_03_turnover_volatility_momentum,factor_04_reversal_turnover_enhanced,factor_05_volume_price_divergence_cov,factor_06_ma_filter_reversal,factor_07_price_volume_deviation_vol,factor_08_liquidity_stability,factor_09_vol_adjusted_reversal,factor_10_deviation_volume_weighted,factor_12_turnover_volatility,factor_13_main_fund_stability,factor_14_main_fund_peak_reverse_rank,factor_15_multi_dimensional_reversal,factor_16_price_volume_volatility_negative,factor_17_price_fund_volatility_negative,factor_19_price_momentum_fund_volatility_reverse,factor_22_rank_momentum_reversal,factor_26_dual_style_ir_spread,factor_28_main_elg_flow_synergy,factor_31_main_elg_flow_rank_diff_decay,factor_35_price_spread_momentum,factor_36_short_vol_adjusted_return,factor_37_volume_stable_close,factor_38_volatility_difference_proxy,factor_39_reverse_price_volume_rank,factor_40_fund_flow_max_drawdown,factor_41_high_open_momentum_decay,factor_42_adjusted_price_reversal,factor_43_turnover_relative_strength_reversal,factor_44_volume_divergence_composite_momentum,factor_48_turnover_adjusted_abnormal_price_momentum,factor_49_volatility_trend_composite,factor_50_reverse_standardized_decay_volume_price,factor_52_large_outflow_momentum_reversal,factor_56_cashflow_price_trend
factor_14_main_fund_peak_reverse_rank,0.3522080649743281,0.2508080692252666,0.41149605958810365,0.3251473867968112,0.3165562695569665,0.1999665298435776,0.5098261433380186,0.7003710101839583,0.27202495114226943,0.16279200763642931,0.2968804708617065,0.6236055945105315,1.0,0.48188785632696973,0.5394964956045809,0.6741759167724326,0.6368569923760949,0.2628113462207149,-0.04759990690719539,-0.005433216748533423,0.015260300728125864,0.25492809784946,0.3884608692751187,0.006332100428897793,0.011331695011630965,0.5119703216441317,-0.02759385207790341,0.28488756311758867,0.29423058905420524,0.2763875350662144,0.3897993985298756,0.206757467361758,0.22375152307406915,0.35962882568505916,0.06715514656301344,0.29876692310960223
factor_15_multi_dimensional_reversal,0.377796289357053,0.10156787987695798,0.8069517381828392,0.6119725144103269,0.406617799236029,0.2537578209363713,0.5653183047298506,0.5535966155345068,0.4802468286871549,0.4344183489704111,0.5625921855966084,0.500028721834413,0.48188785632696973,1.0,0.5263714890825587,0.4077760773128336,0.7587192644789938,0.42878154036467614,0.014693807264900657,0.1333360561600344,0.09871596753346085,0.28740329760613775,0.4308647087115063,-0.11746698460797134,0.06102784783807413,0.42755351325497354,-0.009568643727122635,0.18965967010227705,0.5203861378580317,0.43839914774278166,0.8054704882717932,0.14723640173694852,0.43275816534288014,0.6843491345847651,0.16926177200881243,0.14522805036106975
factor_16_price_volume_volatility_negative,0.36721498252477924,0.3536211731123292,0.5666495307445811,0.5092944286091731,0.3631331154945676,0.23839174738078373,0.6751313513310959,0.6968972377751328,0.33802688121494595,0.12202178647831063,0.5610694019797402,0.6071159189835704,0.5394964956045809,0.5263714890825587,1.0,0.82794982163263,0.5491175039899973,0.27058860468099744,-0.03720303720749659,0.03401034375895759,0.15128666968841512,0.21430138054613235,0.5456256591316241,0.32168997456514564,0.005525871111206353,0.7633717116459319,0.0026380808891245965,0.27805885409689024,0.2932190701674757,0.4002153050748551,0.5019787905701142,0.2635490452971085,0.16890513633823306,0.38949417498738914,0.09524555559496091,0.36553105972686156
factor_17_price_fund_volatility_negative,0.4262501539149349,0.4565512126428172,0.4512607754589527,0.4422758080150996,0.34934139616483983,0.2802969097241343,0.6322372455094415,0.7772928821280707,0.3341421885851978,0.1166628115344993,0.4566444460308834,0.6849590643554389,0.6741759167724326,0.4077760773128336,0.82794982163263,1.0,0.5988391070279612,0.2749746660161219,-0.09927333710460039,0.017771948124537123,0.15469303303285806,0.3457382594482856,0.5655736352279831,0.4847890477044847,0.0021636431730834246,0.7500605678116469,-0.001302569879839616,0.5171918745336884,0.30830688705294185,0.3288930131844154,0.37482959518318454,0.2798664600011698,0.11915420529521828,0.3284930424529141,0.0632554906681617,0.49354506313608015
factor_19_price_momentum_fund_volatility_reverse,0.4047963382393553,0.19287212902888234,0.6782473026944195,0.44796054212116965,0.34166532327834054,0.3344151399880721,0.5777792875731363,0.6325443475885887,0.5025510000195449,0.45520381628258283,0.43283737898628544,0.5810760777645305,0.6368569923760949,0.7587192644789938,0.5491175039899973,0.5988391070279612,1.0,0.4446215596448012,-0.029330019781535634,0.15769170470203273,0.0033138651051630857,0.3876827465544693,0.6265733371359794,0.02544214199410711,0.05663285161071049,0.481448311481582,-0.0221145741945959,0.3256146209860462,0.5511772978964503,0.3996903014671559,0.7038652027564355,0.16894907528346448,0.510284363296432,0.7274226610339765,0.17233896465264106,0.22850225463805446
factor_22_rank_momentum_reversal,0.2494443840074666,0.0816425209412635,0.4377198756601901,0.33087954231903366,0.2592482576645543,0.23446245665425688,0.2915192114879844,0.21746989929327434,0.6757670290324257,0.30724328021282526,0.2993003121361661,0.25859344655954464,0.2628113462207149,0.42878154036467614,0.27058860468099744,0.2749746660161219,0.4446215596448012,1.0,-0.024578145657679084,0.14064339394775677,-0.12165795744749125,0.2495097239340525,0.3820918650947885,0.07876562688224996,0.04267122703444584,0.2394223148190296,-0.010371336244273752,0.2292733521081644,0.733923479566714,0.44305093852619193,0.37294860307372524,0.09811667085850218,0.4061846295013313,0.53667098209045,0.04991593652678356,0.07314364931698064
factor_26_dual_style_ir_spread,-0.11205382076173336,-0.14230210757671022,-0.043749864614584334,-0.10510943940373756,-0.024588062823774202,-0.057588654761877,-0.057600145732063346,-0.060055983107833326,-0.03726577989700224,-0.0029450417633282815,-0.11432707312434115,-0.06255991888267122,-0.04759990690719539,0.014693807264900657,-0.03720303720749659,-0.09927333710460039,-0.029330019781535634,-0.024578145657679084,1.0,-0.013385026808327894,-0.005518932534374764,-0.10389340175730076,-0.08878046047425557,-0.11832654842859938,0.011526020555600544,-0.09106782027795794,-0.0020941963020175433,-0.19701681985161879,-0.033239307119412226,0.007229058513723069,0.017299104984713633,-0.01221797356986257,0.012368874054722208,-0.00901474411450761,0.001984413874892599,-0.029981749218784444
factor_28_main_elg_flow_synergy,-0.029443173312174088,0.030338523475889577,0.17771961009429688,0.11044371127237604,-0.03025787485917207,0.17044937197096977,-0.00815243932488693,-0.1077750703123108,0.15544947873786696,0.220403458716734,0.04103723792147415,-0.07375693263887959,-0.005433216748533423,0.1333360561600344,0.03401034375895759,0.017771948124537123,0.15769170470203273,0.14064339394775677,-0.013385026808327894,1.0,0.07220339531765603,0.17395914539846996,0.1923648464324947,0.1532486429551911,0.006589062842114353,0.01854599126934358,-0.009410127607686851,0.14706248391939958,0.18768288762024934,0.04597046739165311,0.11970212037892082,-0.01181859222834688,0.22111819649454298,0.29273370975747054,0.12288752515149097,-0.02391474818417505
factor_31_main_elg_flow_rank_diff_decay,0.11380177109985329,0.12955959159067384,0.05165030949593061,0.1601650627099701,0.11465174849824997,-0.02917848070702213,0.12916191874199523,0.2549965806936177,-0.039797202323612973,-0.06871477089356133,0.1786694230142693,0.12501902310009685,0.015260300728125864,0.09871596753346085,0.15128666968841512,0.15469303303285806,0.0033138651051630857,-0.12165795744749125,-0.005518932534374764,0.07220339531765603,1.0,-0.03514552052014904,-0.06464696937497381,-0.030287357974196023,0.01714618919536923,0.16148584014265735,0.07467688697463905,0.017593062453832433,-0.18368697784129712,0.028740248587053287,0.04342446696562092,0.08562081052970133,-0.2664844646790742,-0.11595848138616471,-0.09412114879308434,0.12956299601127205
factor_35_price_spread_momentum,0.294812739435656,0.18039451259086944,0.3768203496899698,0.3034248073664887,0.13738449361469163,0.7072652800490842,0.2525356187620459,0.1701643750416772,0.29522606051828093,0.47748762175282583,0.21412876367409134,0.2217157773211215,0.25492809784946,0.28740329760613775,0.21430138054613235,0.3457382594482856,0.3876827465544693,0.2495097239340525,-0.10389340175730076,0.17395914539846996,-0.03514552052014904,1.0,0.5107903100266903,0.2208710016801753,-0.025143916836222836,0.2430394702441986,-0.009896685371597517,0.6703876142373237,0.3242701329391706,0.14162081649996872,0.23803878901496436,0.08327251637812104,0.27189462743519427,0.3904142974064758,0.05863048754712047,0.19939637334077903
factor_36_short_vol_adjusted_return,0.2656300225978686,0.37672808119832296,0.5347011761508522,0.3817787595451947,0.22513356715410351,0.4222080305718567,0.3640854797073326,0.4108165415996526,0.41174555844023053,0.3716514441641948,0.371046828542205,0.32914943087821463,0.3884608692751187,0.4308647087115063,0.5456256591316241,0.5655736352279831,0.6265733371359794,0.3820918650947885,-0.08878046047425557,0.1923648464324947,-0.06464696937497381,0.5107903100266903,1.0,0.41166872224995826,0.022305007826589812,0.5296145276277487,-0.027854666133516528,0.514968174566053,0.440079129373739,0.2822907113046241,0.4151045902710291,0.20075618775599127,0.4016039491458459,0.5429983209285341,0.08372633096755014,0.3174260982229145
factor_37_volume_stable_close,-0.007922889175882344,0.5140924746332197,0.06582566057168539,0.10161231684040047,-0.010992147018828264,0.18819972290397693,0.09244069114486052,-0.04857193737880642,0.08909221548715435,0.024053320392693547,0.12243922868516341,0.07077103358219627,0.006332100428897793,-0.11746698460797134,0.32168997456514564,0.4847890477044847,0.02544214199410711,0.07876562688224996,-0.11832654842859938,0.1532486429551911,-0.030287357974196023,0.2208710016801753,0.41166872224995826,1.0,-0.0055033290366318,0.33465305383282007,-0.0015399074082856734,0.41855375199306405,0.08706742223873089,-0.00709980200146426,-0.05910814464573324,0.1890851438615346,-0.014466533212067425,0.05523717944604652,0.002310013124086797,0.33864193254518954
factor_38_volatility_difference_proxy,0.01646196155864041,-0.0035944488891580893,0.033389061697696065,0.018560999625274972,0.025728459137012008,-0.05045167771350056,0.02608887090762311,0.004330906880117086,0.0605861533578909,0.02944609304751645,0.02141481131709764,0.02683564219149169,0.011331695011630965,0.06102784783807413,0.005525871111206353,0.0021636431730834246,0.05663285161071049,0.04267122703444584,0.011526020555600544,0.006589062842114353,0.01714618919536923,-0.025143916836222836,0.022305007826589812,-0.0055033290366318,1.0,-0.00238904217606736,0.004927355139266683,-0.006743122765306019,0.05406743955896143,0.06851260638972143,0.07825553741499922,-0.003616635124579971,0.0010043850439670579,0.037664448395949485,-0.021727213915118507,-0.008203630095117088
factor_39_reverse_price_volume_rank,0.2122545976539285,0.49579955144936705,0.4295885548137135,0.47489614723581575,0.3161169777954344,0.23560621225028927,0.5043087615031092,0.6665983451824172,0.2662268971222424,0.15390698407875947,0.3837579282193403,0.5261190793406646,0.5119703216441317,0.42755351325497354,0.7633717116459319,0.7500605678116469,0.481448311481582,0.2394223148190296,-0.09106782027795794,0.01854599126934358,0.16148584014265735,0.2430394702441986,0.5296145276277487,0.33465305383282007,-0.00238904217606736,1.0,-0.007185937778974467,0.39019042386347735,0.2518063299900271,0.22456256856832946,0.34634374489013897,0.3405781592107501,0.11536715226829809,0.3060691257998228,0.04750391961159949,0.4355941183371871
factor_40_fund_flow_max_drawdown,0.013723365714839775,-0.005378452741389211,-0.0013499156989275677,0.008912942595227655,0.0010525900004312617,-0.0024102634259746307,0.005379840809750456,-0.004332871885990592,-0.00010108614558514099,-0.00388191144715747,0.01991130958668156,0.0038109487907804825,-0.02759385207790341,-0.009568643727122635,0.0026380808891245965,-0.001302569879839616,-0.0221145741945959,-0.010371336244273752,-0.0020941963020175433,-0.009410127607686851,0.07467688697463905,-0.009896685371597517,-0.027854666133516528,-0.0015399074082856734,0.004927355139266683,-0.007185937778974467,1.0,-0.009277957878639047,-0.014025031271166269,0.009681637117777446,-0.006786124924981205,-0.0014827958585843734,-0.030494822048360598,-0.012333401798099608,-0.0011878286815728341,-0.0036428538981363653
factor_41_high_open_momentum_decay,0.4145242402757752,0.38101157944541414,0.31601560314905325,0.35718021042894366,0.14554678473653898,0.490906546336535,0.2876159293244306,0.25606487491654606,0.2734366309869459,0.29394784218522113,0.25435627932001575,0.28142546913963656,0.28488756311758867,0.18965967010227705,0.27805885409689024,0.5171918745336884,0.3256146209860462,0.2292733521081644,-0.19701681985161879,0.14706248391939958,0.017593062453832433,0.6703876142373237,0.514968174566053,0.41855375199306405,-0.006743122765306019,0.39019042386347735,-0.009277957878639047,1.0,0.2813127017071582,0.10543444556325611,0.13264321837548812,0.1599785374684783,0.14734649022430918,0.2812191552432496,0.04172767757259466,0.38956221711909267
factor_42_adjusted_price_reversal,0.3064075257763818,0.08924790460973694,0.5358578683250635,0.3946262626322557,0.3012149035419793,0.31068064553358565,0.3632356098614032,0.2265323749775246,0.8787594375007832,0.421271801739226,0.35480267004704097,0.3183849358263196,0.29423058905420524,0.5203861378580317,0.2932190701674757,0.30830688705294185,0.5511772978964503,0.733923479566714,-0.033239307119412226,0.18768288762024934,-0.18368697784129712,0.3242701329391706,0.440079129373739,0.08706742223873089,0.05406743955896143,0.2518063299900271,-0.014025031271166269,0.2813127017071582,1.0,0.4949412802494446,0.4594690806226162,0.0746586339005635,0.5727471664160456,0.684265691222135,0.235820074331322,0.08859217170242979
factor_43_turnover_relative_strength_reversal,0.4270336335721052,0.07503620097490747,0.47055932358081004,0.3439990538065171,0.3469889623699162,0.09600845907665102,0.4038502850700425,0.3926413345721186,0.5003328547748396,0.1377655563431734,0.4843985860516728,0.3622191544248372,0.2763875350662144,0.43839914774278166,0.4002153050748551,0.3288930131844154,0.3996903014671559,0.44305093852619193,0.007229058513723069,0.04597046739165311,0.028740248587053287,0.14162081649996872,0.2822907113046241,-0.00709980200146426,0.06851260638972143,0.22456256856832946,0.009681637117777446,0.10543444556325611,0.4949412802494446,1.0,0.4404082825702795,0.06508925544502492,0.31119434609454605,0.3514810302367578,0.09555429721160574,0.06461477690228697
factor_44_volume_divergence_composite_momentum,0.37798164624204905,0.07657828263707565,0.7271921849478264,0.5221794454671513,0.338413601230326,0.21740041295433615,0.5298084332048179,0.47473073800575083,0.43925332865891586,0.35105605962526504,0.5628799911360325,0.44110993720844816,0.3897993985298756,0.8054704882717932,0.5019787905701142,0.37482959518318454,0.7038652027564355,0.37294860307372524,0.017299104984713633,0.11970212037892082,0.04342446696562092,0.23803878901496436,0.4151045902710291,-0.05910814464573324,0.07825553741499922,0.34634374489013897,-0.006786124924981205,0.13264321837548812,0.4594690806226162,0.4404082825702795,1.0,0.11148309077071678,0.409881179325688,0.6375067791317303,0.17213654521401642,0.0932959483592722
factor_48_turnover_adjusted_abnormal_price_momentum,0.08301424678223256,0.33730589721833654,0.1438343462801372,0.14631377922853117,0.08258583058328621,0.0650860203742525,0.14728234541379914,0.3033563059048592,0.07246984700393612,0.015412068283505845,0.12380010619748148,0.14572023871314221,0.206757467361758,0.14723640173694852,0.2635490452971085,0.2798664600011698,0.16894907528346448,0.09811667085850218,-0.01221797356986257,-0.01181859222834688,0.08562081052970133,0.08327251637812104,0.20075618775599127,0.1890851438615346,-0.003616635124579971,0.3405781592107501,-0.0014827958585843734,0.1599785374684783,0.0746586339005635,0.06508925544502492,0.11148309077071678,1.0,0.025583597261077173,0.08162821206435354,0.013607583606788312,0.43627100492113197
factor_49_volatility_trend_composite,0.12436589458220117,-0.03728648729491949,0.454243574358566,0.2334299550334261,0.09929026342524004,0.2721145663935101,0.18553177592081815,0.09816237772747669,0.4189917356933493,0.407217382673885,0.20083160767388,0.12206389446699033,0.22375152307406915,0.43275816534288014,0.16890513633823306,0.11915420529521828,0.510284363296432,0.4061846295013313,0.012368874054722208,0.22111819649454298,-0.2664844646790742,0.27189462743519427,0.4016039491458459,-0.014466533212067425,0.0010043850439670579,0.11536715226829809,-0.030494822048360598,0.14734649022430918,0.5727471664160456,0.31119434609454605,0.409881179325688,0.025583597261077173,1.0,0.6732174726664513,0.19054651522289853,-0.03740311282717635
factor_50_reverse_standardized_decay_volume_price,0.3006933874578478,0.056236705140443245,0.6643244356171345,0.5034254971089247,0.22566998906624747,0.44783509474165856,0.431476430248314,0.2601940273184322,0.6119355532463737,0.594041608931809,0.38649853345271445,0.32986254196955256,0.35962882568505916,0.6843491345847651,0.38949417498738914,0.3284930424529141,0.7274226610339765,0.53667098209045,-0.00901474411450761,0.29273370975747054,-0.11595848138616471,0.3904142974064758,0.5429983209285341,0.05523717944604652,0.037664448395949485,0.3060691257998228,-0.012333401798099608,0.2812191552432496,0.684265691222135,0.3514810302367578,0.6375067791317303,0.08162821206435354,0.6732174726664513,1.0,0.24553797455583148,0.08505874160334345
factor_52_large_outflow_momentum_reversal,0.11108481913992853,-0.02135990338405183,0.19091882759558024,0.20339609747892592,0.020279349277351866,0.0700989005622648,0.14894636253588114,0.02663795202228489,0.19697132684824029,0.10854387704194071,0.11981444594518958,0.0879669824275663,0.06715514656301344,0.16926177200881243,0.09524555559496091,0.0632554906681617,0.17233896465264106,0.04991593652678356,0.001984413874892599,0.12288752515149097,-0.09412114879308434,0.05863048754712047,0.08372633096755014,0.002310013124086797,-0.021727213915118507,0.04750391961159949,-0.0011878286815728341,0.04172767757259466,0.235820074331322,0.09555429721160574,0.17213654521401642,0.013607583606788312,0.19054651522289853,0.24553797455583148,1.0,-0.011890167164918248
factor_56_cashflow_price_trend,0.24845720607952457,0.4067331524136933,0.1521897329844622,0.1955904811305955,0.1676902792850235,0.14505650211652063,0.28359919722105603,0.4268768271197941,0.1253072571229638,0.014705067465962268,0.18531116785711063,0.307374683427751,0.29876692310960223,0.14522805036106975,0.36553105972686156,0.49354506313608015,0.22850225463805446,0.07314364931698064,-0.029981749218784444,-0.02391474818417505,0.12956299601127205,0.19939637334077903,0.3174260982229145,0.33864193254518954,-0.008203630095117088,0.4355941183371871,-0.0036428538981363653,0.38956221711909267,0.08859217170242979,0.06461477690228697,0.0932959483592722,0.43627100492113197,-0.03740311282717635,0.08505874160334345,-0.011890167164918248,1.0
