factor_a,factor_b,corr,abs_corr
factor_opt_05_volume_price_divergence_cov_1_20,factor_add2_adj_07_f18_decay30_industry,0.22578257926113438,0.22578257926113438
factor_opt_54_industry_fund_quality_reverse_inv,factor_add3_amihud_illiq_10_industry,0.22310291218516456,0.22310291218516456
factor_opt_01_residual_volatility_w10,factor_add3_f18_decay90_industry,0.22221680242012343,0.22221680242012343
factor_opt_34_reverse_vroc_rank_vol_cov_5_20,factor_add3_f18_decay90_industry,0.22206404675779035,0.22206404675779035
factor_opt_07_price_volume_deviation_vol_w15,factor_add2_adj_05_f34_15_25_industry,0.21593714994382554,0.21593714994382554
factor_opt_01_residual_volatility_w5,factor_add3_f18_decay90_industry,0.21496430933107383,0.21496430933107383
factor_add2_adj_05_f34_15_25_industry,factor_add3_f18_decay90_industry,0.2135766222559753,0.2135766222559753
factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,factor_add3_amihud_illiq_10_industry,0.21145813016820422,0.21145813016820422
factor_opt_07_price_volume_deviation_vol_w15,factor_add3_f18_decay90_industry,0.2107793813931385,0.2107793813931385
factor_opt_33_reinstatement_residual_vol_ratio_40_20,factor_add2_adj_04_f34_10_30_industry,0.20965640469143587,0.20965640469143587
factor_opt_33_reinstatement_residual_vol_ratio_80_20,factor_add2_adj_04_f34_10_30_industry,0.20701350724757508,0.20701350724757508
factor_opt_01_residual_volatility_w5,factor_add3_intraday_hml_vol_120_industry_inv,0.2036729005417503,0.2036729005417503
factor_opt_13_main_fund_stability_w5,factor_add3_intraday_hml_vol_120_industry_inv,0.20314111408849672,0.20314111408849672
factor_add2_adj_04_f34_10_30_industry,factor_add3_turnover_weighted_reversal_20_industry,0.20198459032605992,0.20198459032605992
factor_opt_01_residual_volatility_w5,factor_opt_34_reverse_vroc_rank_vol_cov_5_20,0.19940984167708156,0.19940984167708156
factor_opt_13_main_fund_stability_w5,factor_add2_adj_07_f18_decay30_industry,0.19863680014283616,0.19863680014283616
factor_opt_05_volume_price_divergence_cov_1_20,factor_add2_adj_04_f34_10_30_industry,0.19856757016649962,0.19856757016649962
factor_opt_01_residual_volatility_w10,factor_add2_adj_05_f34_15_25_industry,0.19641826828238115,0.19641826828238115
factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,factor_add3_turnover_weighted_reversal_20_industry,0.19526347577602032,0.19526347577602032
factor_opt_07_price_volume_deviation_vol_w15,factor_opt_54_industry_fund_quality_reverse_inv,0.19512627874640115,0.19512627874640115
factor_opt_05_volume_price_divergence_cov_1_20,factor_add3_f18_decay90_industry,0.19480571043412448,0.19480571043412448
factor_opt_01_residual_volatility_w10,factor_add2_adj_04_f34_10_30_industry,0.19462233182013747,0.19462233182013747
factor_add2_adj_05_f34_15_25_industry,factor_add3_turnover_weighted_reversal_20_industry,0.1890715204913852,0.1890715204913852
factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,factor_add2_adj_04_f34_10_30_industry,0.18139321877203662,0.18139321877203662
factor_opt_13_main_fund_stability_w5,factor_opt_34_reverse_vroc_rank_vol_cov_5_20,0.17999525516983814,0.17999525516983814
factor_opt_05_volume_price_divergence_cov_1_20,factor_add2_adj_05_f34_15_25_industry,0.1693001081227165,0.1693001081227165
factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,factor_add2_adj_07_f18_decay30_industry,0.16639852397606877,0.16639852397606877
factor_add_06_quality_x_flow,factor_opt_01_residual_volatility_w10,0.16418670898057403,0.16418670898057403
factor_add3_amihud_illiq_10_industry,factor_add3_intraday_hml_vol_120_industry_inv,0.16355375985313003,0.16355375985313003
factor_opt_13_main_fund_stability_w5,factor_add3_f18_decay90_industry,0.16217433703472542,0.16217433703472542
factor_opt_54_industry_fund_quality_reverse_inv,factor_add3_turnover_weighted_reversal_20_industry,-0.15688131069754363,0.15688131069754363
factor_opt_01_residual_volatility_w5,factor_add2_adj_05_f34_15_25_industry,0.1561397095799764,0.1561397095799764
factor_opt_13_main_fund_stability_w5,factor_opt_54_industry_fund_quality_reverse_inv,0.1548370488734481,0.1548370488734481
factor_opt_13_main_fund_stability_w5,factor_add2_adj_04_f34_10_30_industry,0.1544616816102317,0.1544616816102317
factor_opt_05_volume_price_divergence_cov_1_20,factor_opt_33_reinstatement_residual_vol_ratio_80_20,0.15431580784042917,0.15431580784042917
factor_opt_01_residual_volatility_w5,factor_add2_adj_04_f34_10_30_industry,0.15343559295297932,0.15343559295297932
factor_add3_gap_down_3,factor_add3_overnight_reversal_3_industry_inv,0.1526287079033998,0.1526287079033998
factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,factor_add3_f18_decay90_industry,0.14973977980418687,0.14973977980418687
factor_opt_33_reinstatement_residual_vol_ratio_40_20,factor_add2_adj_05_f34_15_25_industry,0.14787622347345483,0.14787622347345483
factor_opt_13_main_fund_stability_w5,factor_add2_adj_05_f34_15_25_industry,0.1470393311118286,0.1470393311118286
factor_opt_33_reinstatement_residual_vol_ratio_80_20,factor_add2_adj_05_f34_15_25_industry,0.14601642958893815,0.14601642958893815
factor_opt_05_volume_price_divergence_cov_1_20,factor_opt_33_reinstatement_residual_vol_ratio_40_20,0.141947795206242,0.141947795206242
factor_opt_33_reinstatement_residual_vol_ratio_80_20,factor_add3_f18_decay90_industry,0.13993246617258473,0.13993246617258473
factor_add_06_quality_x_flow,factor_opt_33_reinstatement_residual_vol_ratio_40_20,0.1275935892644548,0.1275935892644548
factor_add_06_quality_x_flow,factor_opt_33_reinstatement_residual_vol_ratio_80_20,0.12715136316105047,0.12715136316105047
factor_add_06_quality_x_flow,factor_opt_01_residual_volatility_w5,0.1235924734013716,0.1235924734013716
factor_opt_01_residual_volatility_w10,factor_add3_overnight_reversal_3_industry_inv,0.11941797468785444,0.11941797468785444
factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,factor_add3_intraday_hml_vol_120_industry_inv,0.11934999456987368,0.11934999456987368
factor_opt_33_reinstatement_residual_vol_ratio_40_20,factor_add3_f18_decay90_industry,0.11605771563325434,0.11605771563325434
factor_add_06_quality_x_flow,factor_add3_turnover_weighted_reversal_20_industry,-0.11579456426818066,0.11579456426818066
factor_opt_33_reinstatement_residual_vol_ratio_80_20,factor_opt_34_reverse_vroc_rank_vol_cov_5_20,0.11518025114987147,0.11518025114987147
factor_opt_01_residual_volatility_w5,factor_add3_gap_down_3,0.11488352284336711,0.11488352284336711
factor_opt_33_reinstatement_residual_vol_ratio_40_20,factor_opt_34_reverse_vroc_rank_vol_cov_5_20,0.1144489436081775,0.1144489436081775
factor_opt_33_reinstatement_residual_vol_ratio_40_20,factor_add2_adj_07_f18_decay30_industry,0.11240663188230546,0.11240663188230546
factor_opt_07_price_volume_deviation_vol_w15,factor_add3_overnight_reversal_3_industry_inv,0.10845243921587251,0.10845243921587251
factor_add_06_quality_x_flow,factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,0.10785450547371891,0.10785450547371891
factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,factor_add2_adj_05_f34_15_25_industry,0.10504736075202303,0.10504736075202303
factor_add2_adj_04_f34_10_30_industry,factor_add3_intraday_hml_vol_120_industry_inv,0.10301508590412455,0.10301508590412455
factor_opt_33_reinstatement_residual_vol_ratio_80_20,factor_add2_adj_07_f18_decay30_industry,0.10176141248569694,0.10176141248569694
factor_opt_01_residual_volatility_w5,factor_add3_overnight_reversal_3_industry_inv,0.10157966030758805,0.10157966030758805
factor_add_06_quality_x_flow,factor_opt_54_industry_fund_quality_reverse_inv,0.10045182803686432,0.10045182803686432
factor_add_06_quality_x_flow,factor_opt_05_volume_price_divergence_cov_1_20,0.1003931897268317,0.1003931897268317
factor_opt_13_main_fund_stability_w5,factor_add3_overnight_reversal_3_industry_inv,0.1003149381314468,0.1003149381314468
factor_opt_33_reinstatement_residual_vol_ratio_80_20,factor_opt_54_industry_fund_quality_reverse_inv,0.10021716223140778,0.10021716223140778
factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,factor_opt_54_industry_fund_quality_reverse_inv,0.10018253016164311,0.10018253016164311
factor_opt_34_reverse_vroc_rank_vol_cov_5_20,factor_add3_intraday_hml_vol_120_industry_inv,0.1001743023874769,0.1001743023874769
factor_opt_33_reinstatement_residual_vol_ratio_80_20,factor_add3_turnover_weighted_reversal_20_industry,0.10004955320330784,0.10004955320330784
factor_opt_33_reinstatement_residual_vol_ratio_40_20,factor_add3_turnover_weighted_reversal_20_industry,0.09992909595107193,0.09992909595107193
factor_add3_amihud_illiq_10_industry,factor_add3_turnover_weighted_reversal_20_industry,0.09913078347668242,0.09913078347668242
factor_opt_01_residual_volatility_w10,factor_add3_gap_down_3,0.09894836479475928,0.09894836479475928
factor_opt_33_reinstatement_residual_vol_ratio_40_20,factor_opt_54_industry_fund_quality_reverse_inv,0.09855963891855613,0.09855963891855613
factor_add2_adj_05_f34_15_25_industry,factor_add3_amihud_illiq_10_industry,0.09827362748812099,0.09827362748812099
factor_add_06_quality_x_flow,factor_add2_adj_04_f34_10_30_industry,0.09728968967388836,0.09728968967388836
factor_opt_05_volume_price_divergence_cov_1_20,factor_add3_overnight_reversal_3_industry_inv,0.09626920214103322,0.09626920214103322
factor_add2_adj_04_f34_10_30_industry,factor_add3_amihud_illiq_10_industry,0.09353465159918964,0.09353465159918964
factor_add3_intraday_hml_vol_120_industry_inv,factor_add3_overnight_reversal_3_industry_inv,0.091198492646327,0.091198492646327
factor_add_06_quality_x_flow,factor_add3_intraday_hml_vol_120_industry_inv,0.08900242171461131,0.08900242171461131
factor_opt_01_residual_volatility_w10,factor_opt_54_industry_fund_quality_reverse_inv,0.08227388135006905,0.08227388135006905
factor_add_06_quality_x_flow,factor_opt_34_reverse_vroc_rank_vol_cov_5_20,0.07945112428130956,0.07945112428130956
factor_add2_adj_07_f18_decay30_industry,factor_add3_amihud_illiq_10_industry,0.07904004031480868,0.07904004031480868
factor_opt_07_price_volume_deviation_vol_w15,factor_add3_gap_down_3,0.07823905802967379,0.07823905802967379
factor_add2_adj_05_f34_15_25_industry,factor_add3_intraday_hml_vol_120_industry_inv,0.07746875138927659,0.07746875138927659
factor_opt_54_industry_fund_quality_reverse_inv,factor_add2_adj_04_f34_10_30_industry,0.07565963903262767,0.07565963903262767
factor_opt_13_main_fund_stability_w5,factor_add3_gap_down_3,0.07295656793758029,0.07295656793758029
factor_opt_33_reinstatement_residual_vol_ratio_40_20,factor_add3_intraday_hml_vol_120_industry_inv,0.0728753059668124,0.0728753059668124
factor_add_06_quality_x_flow,factor_add2_adj_05_f34_15_25_industry,0.07032244191686565,0.07032244191686565
factor_add3_intraday_hml_vol_120_industry_inv,factor_add3_f18_decay90_industry,0.0703081115235813,0.0703081115235813
factor_opt_34_reverse_vroc_rank_vol_cov_5_20,factor_add3_overnight_reversal_3_industry_inv,0.06279396969247404,0.06279396969247404
factor_opt_33_reinstatement_residual_vol_ratio_40_20,factor_add3_overnight_reversal_3_industry_inv,0.061922610110142634,0.061922610110142634
factor_opt_33_reinstatement_residual_vol_ratio_80_20,factor_add3_overnight_reversal_3_industry_inv,0.06096187603462454,0.06096187603462454
factor_add3_amihud_illiq_10_industry,factor_add3_f18_decay90_industry,0.05892273313922454,0.05892273313922454
factor_add3_overnight_reversal_3_industry_inv,factor_add3_turnover_weighted_reversal_20_industry,0.058717043152511535,0.058717043152511535
factor_opt_34_reverse_vroc_rank_vol_cov_5_20,factor_add3_amihud_illiq_10_industry,0.057984066430337294,0.057984066430337294
factor_opt_33_reinstatement_residual_vol_ratio_80_20,factor_add3_intraday_hml_vol_120_industry_inv,0.05767062214108643,0.05767062214108643
factor_opt_01_residual_volatility_w5,factor_opt_54_industry_fund_quality_reverse_inv,0.05694003114382045,0.05694003114382045
factor_add3_amihud_illiq_10_industry,factor_add3_overnight_reversal_3_industry_inv,0.05625944038080208,0.05625944038080208
factor_add_06_quality_x_flow,factor_add3_gap_down_3,0.05552746277224228,0.05552746277224228
factor_opt_54_industry_fund_quality_reverse_inv,factor_add2_adj_05_f34_15_25_industry,0.05084579090954437,0.05084579090954437
factor_add2_adj_04_f34_10_30_industry,factor_add3_overnight_reversal_3_industry_inv,0.049722734759513075,0.049722734759513075
factor_add_06_quality_x_flow,factor_add3_overnight_reversal_3_industry_inv,0.04674698296830507,0.04674698296830507
factor_opt_34_reverse_vroc_rank_vol_cov_5_20,factor_opt_54_industry_fund_quality_reverse_inv,0.046675083841302985,0.046675083841302985
factor_add2_adj_05_f34_15_25_industry,factor_add3_overnight_reversal_3_industry_inv,0.043784198523189,0.043784198523189
factor_opt_54_industry_fund_quality_reverse_inv,factor_add2_adj_07_f18_decay30_industry,-0.041735106905304624,0.041735106905304624
factor_add3_gap_down_3,factor_add3_turnover_weighted_reversal_20_industry,-0.03909404832116671,0.03909404832116671
factor_opt_05_volume_price_divergence_cov_1_20,factor_opt_54_industry_fund_quality_reverse_inv,0.03787751300981384,0.03787751300981384
factor_opt_54_industry_fund_quality_reverse_inv,factor_add3_gap_down_3,0.03738632045241269,0.03738632045241269
factor_opt_54_industry_fund_quality_reverse_inv,factor_add3_intraday_hml_vol_120_industry_inv,0.037292689252253694,0.037292689252253694
factor_opt_34_reverse_vroc_rank_vol_cov_5_20,factor_add3_gap_down_3,0.03626584798700099,0.03626584798700099
factor_add2_adj_04_f34_10_30_industry,factor_add3_gap_down_3,0.034924891703008706,0.034924891703008706
factor_add2_adj_05_f34_15_25_industry,factor_add3_gap_down_3,0.03475320769651741,0.03475320769651741
factor_add2_adj_07_f18_decay30_industry,factor_add3_overnight_reversal_3_industry_inv,0.03169851818250244,0.03169851818250244
factor_add_06_quality_x_flow,factor_add2_adj_07_f18_decay30_industry,-0.026590513745323695,0.026590513745323695
factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,factor_add3_overnight_reversal_3_industry_inv,0.021580027122080236,0.021580027122080236
factor_add3_gap_down_3,factor_add3_intraday_hml_vol_120_industry_inv,0.0210636999126187,0.0210636999126187
factor_opt_33_reinstatement_residual_vol_ratio_80_20,factor_add3_gap_down_3,0.02078018578119107,0.02078018578119107
factor_add3_amihud_illiq_10_industry,factor_add3_gap_down_3,0.01961569194113733,0.01961569194113733
factor_opt_33_reinstatement_residual_vol_ratio_40_20,factor_add3_gap_down_3,0.018740217773816032,0.018740217773816032
factor_add3_gap_down_3,factor_add3_f18_decay90_industry,-0.018197691939848895,0.018197691939848895
factor_add2_adj_07_f18_decay30_industry,factor_add3_intraday_hml_vol_120_industry_inv,0.01656388627338701,0.01656388627338701
factor_opt_47_nonlinear_volume_price_extreme_reversal_30_30_5,factor_add3_gap_down_3,0.016187584869170518,0.016187584869170518
factor_opt_54_industry_fund_quality_reverse_inv,factor_add3_overnight_reversal_3_industry_inv,0.01373753500836219,0.01373753500836219
factor_add2_adj_07_f18_decay30_industry,factor_add3_gap_down_3,0.012570312031288024,0.012570312031288024
factor_add_06_quality_x_flow,factor_add3_f18_decay90_industry,0.011615784108981978,0.011615784108981978
factor_opt_54_industry_fund_quality_reverse_inv,factor_add3_f18_decay90_industry,-0.008753932790511879,0.008753932790511879
factor_opt_05_volume_price_divergence_cov_1_20,factor_add3_gap_down_3,-0.004246160140067075,0.004246160140067075
factor_add3_overnight_reversal_3_industry_inv,factor_add3_f18_decay90_industry,0.004007120374170159,0.004007120374170159
